gensim-tfidf0	gensim-tfidf1	gensim-tfidf2	gensim-tfidf3	gensim-tfidf4	gensim-tfidf5	gensim-tfidf6	gensim-tfidf7	gensim-tfidf8	gensim-tfidf9	gensim-tfidf10	gensim-tfidf11	gensim-tfidf12	gensim-tfidf13	gensim-tfidf14	gensim-tfidf15	gensim-tfidf16	gensim-tfidf17	gensim-tfidf18	gensim-tfidf19	gensim-tfidf20	gensim-tfidf21	gensim-tfidf22	gensim-tfidf23	gensim-tfidf24
0.0100000000007	0.010000000001	0.0100000000002	0.0100000000004	0.0100000000004	0.0100000000009	0.0100000000004	0.0100000000006	0.0100000000013	0.0100000000001	0.0100000000009	0.0100000000016	0.0100000000003	0.0100000000005	0.0100000000002	0.0100000000008	0.0100000000006	0.759999999981	0.0100000000014	0.010000000001	0.0100000000003	0.0100000000009	0.0100000000028	0.0100000000006	0.0100000000009
0.0100000000004	3.99999477985e-13	9.99998694962e-14	9.99998694962e-14	1.99999738992e-13	1.99999738992e-13	1.99999738992e-13	2.99999608488e-13	2.99999608488e-13	0.0100000000001	5.00001082204e-13	8.00000690693e-13	9.99998694962e-14	9.99998694962e-14	3.99999477985e-13	0.0100000000004	1.49999977717e-12	2.99999608488e-13	1.32999944391e-10	9.99998694962e-14	0.0100000000002	9.99998694962e-14	1.32800000163e-10	4.99999347481e-13	3.99999477985e-13
0.0133333333333	9.99998694962e-14	0.0133333333334	0.0133333333335	3.50000063654e-12	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	1.99999738992e-13	0.0133333333333	0.0133333333333	0.0133333333333	4.00002253542e-12	0.0133333333333	0.0133333333333	0.0133333333333	0.333333333334	0.0133333333333	0.0133333333336	0.0133333333333	0.0133333333333	9.99998694962e-14	0.333333333334
0.807999999966	0	0.390378750625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425621249306	0	0	0	0
0.0100000000003	0.0100000000002	0.0100000000001	4.99999347481e-13	0.01	0.0100000000002	0.01	0.0100000000001	0.0100000000003	0.0100000000001	1.99999912465e-12	9.99998694962e-14	0.0100000000001	2.99999608488e-13	1.99999738992e-13	0.0100000000003	1.99995575656e-12	0.0100000000005	9.99998694962e-14	9.99998694962e-14	0.0100000000001	0.0100000000004	0.0100000000001	3.00001343212e-13	9.99998694962e-14
9.99998694962e-14	2.50000020685e-12	1.49999977717e-12	0.484808482614	0.01	2.20000059836e-12	0.01	0.01	0.01	4.99999347481e-13	1.20000016868e-12	2.40000033735e-12	3.49999890181e-12	8.00000690693e-13	6.30000045188e-12	2.99999608488e-13	3.90000011452e-12	1.39999990767e-12	0.01	0.01	1.30000003817e-12	0.01	3.99999477985e-13	0.484808482642	0.01
0.0100000000004	0.0100000000002	0.0100000000002	1.00000042969e-12	0.01	0.0100000000003	0.01	0.0100000000001	0.0100000000004	9.99998694962e-14	2.60000007635e-12	3.00001343212e-13	9.99998694962e-14	6.000009517e-13	3.00001343212e-13	0.0100000000004	0.371790963692	0.0100000000008	9.99998694962e-14	2.99999608488e-13	0.0100000000002	0.0100000000006	0.0100000000002	0.37179096369	2.99999608488e-13
1.49999977717e-12	7.00000821197e-13	5.99999216977e-13	1.20000016868e-12	9.99998694962e-14	9.00000560189e-13	0.0100000000001	2.99999608488e-13	1.50000151189e-12	4.99999347481e-13	3.80000024502e-12	5.00001082204e-13	4.99999347481e-13	1.89999925515e-12	2.30000046786e-12	1.59999964666e-12	5.0000004137e-12	3.09999942383e-12	3.40000076704e-12	2.10000072887e-12	9.00000560189e-13	2.40000033735e-12	3.80000475531e-11	3.30000089754e-12	2.99999608488e-13
0.0033333333344	0.0033333333351	0.0033333333337	0.0033333333339	0.0033333333339	0.0033333333348	0.003333333334	0.080000001389	0.0033333333355	0.0033333333335	0.0033333333348	0.0033333333381	0.0033333333337	0.0033333333341	0.0033333333336	0.0033333333345	0.0033333333343	0.0033333333347	0.0033333333379	0.0033333333345	0.0033333333338	0.0033333333347	0.0033333346927	0.0033333333342	0.0033333333347
9.99998694962e-14	0.01	0.01	0.01	0.01	0.0100000000004	0.0100000000002	0.01	0.033925806991	0.292369219121	0.01	9.99998694962e-14	0.01	0.01	0.01	9.99998694962e-14	0.01	0.0100000000002	0.0100000000001	0.258443412129	0.0100000000002	0.01	2.00000085937e-12	0.01	0.0100000000001
0.0133333333347	0.0133333333354	0.0133333333337	0.0133333333341	0.0133333333342	0.0133333333352	0.0133333333342	0.0133333333346	0.0133333333359	0.0133333333336	0.0133333333352	0.0133333333366	0.0133333333339	0.0133333333344	0.0133333333337	0.0133333333349	0.0133333333346	0.013333333335	0.0133333333363	0.0133333333349	0.0133333333339	0.0133333333351	0.0133333333391	0.0133333333345	0.679999999962
2.99999608488e-13	7.00000821197e-13	9.99998694962e-14	0.0100000000005	2.99999608488e-13	5.99999216977e-13	3.99999477985e-13	4.99999347481e-13	7.00000821197e-13	0.0100000000001	9.00002294912e-12	1.20000016868e-12	1.99999738992e-13	9.99998694962e-14	2.99999608488e-13	2.99999608488e-13	4.99999347481e-13	0.0100000000007	5.00001082204e-13	1.99999738992e-13	9.99998694962e-14	2.99999608488e-13	2.30000046786e-12	3.99999477985e-13	6.99999086473e-13
0.01	0.01	0.01	0.01	0.01	0.509999999992	0.0100000000005	0.01	0.0100000000055	0.01	0.01	0.01	0.01	0.01	0.01	0.0100000000016	0.01	0.01	0.0100000000003	0.01	0.26	0.01	0.01	0.01	0.01
0.0033333333333	0.0033333333324	0.0033333333327	0.0033333333331	0.0033333333333	0.07999999999	0.0033333333333	0.0033333333333	0.0033333333333	0.0033333333331	0.0033333333329	0.0033333333326	0.003333333332	0.0033333333355	0.003333333331	0.0033333333333	0.0033333333319	0.0033333333328	0.0033333333333	0.0033333333333	0.0033333333328	0.0033333333361	0.0033333333332	0.0033333333318	0.0033333333294
9.99998694962e-14	1.99999738992e-13	0.0100000000001	9.99998694962e-14	9.99998694962e-14	7.00000821197e-13	9.99998694962e-14	9.99998694962e-14	0.749999999984	1.99999738992e-13	1.99999738992e-13	3.99999477985e-13	9.99998694962e-14	9.99998694962e-14	0.0100000000001	0.280059137167	9.99998694962e-14	9.99998694962e-14	3.00001343212e-13	9.99998694962e-14	0.0100000000002	1.99999738992e-13	0.469940862818	9.99998694962e-14	1.99999738992e-13
9.99998694962e-14	2.99999608488e-13	9.99998694962e-14	9.99998694962e-14	9.99998694962e-14	2.99999608488e-13	9.99998694962e-14	1.99999738992e-13	1.99999738992e-13	9.99998694962e-14	1.99999738992e-13	3.99999477985e-13	9.99998694962e-14	9.00000560189e-13	9.99998694962e-14	1.99999738992e-13	1.99999738992e-13	9.99998694962e-14	2.99999608488e-13	1.99999738992e-13	0.0100000000001	1.99999738992e-13	2.99993363484e-12	1.99999738992e-13	2.99999608488e-13
0.0100000000006	0.0100000000009	0.0100000000002	0.0100000000004	9.99998694962e-14	0.0100000000008	0.0100000000004	0.0100000000006	0.0100000000011	0.0100000000002	5.40000266724e-11	0.0100000000018	0.0100000000003	0.0100000000008	0.0100000000004	0.0100000000007	0.0100000000014	0.0100000000007	0.0100000000014	0.0100000000008	0.0100000000003	0.0100000000008	9.99998694962e-14	5.45999998686e-11	0.0100000000009
0.01	0.01	0.01	0.01	0.01	0.01	9.99998694962e-14	0.01	1.99999738992e-13	0.265714063155	0.01	1.99999999201e-11	0.01	9.99998694962e-14	0.01	0.01	0.01	9.99998694962e-14	0.01	9.99998694962e-14	0.0100000000001	0.01	0.265714063135	0.01	0.01
0.0100000000006	0.0100000000009	0.0100000000002	0.0100000000004	0.0100000000003	0.0100000000008	0.0100000000004	0.0100000000006	0.0100000000011	0.0100000000002	0.75999999998	0.0100000000018	0.0100000000003	0.0100000000008	0.0100000000004	0.0100000000007	0.0100000000014	0.0100000000007	0.0100000000014	0.0100000000008	0.0100000000003	0.0100000000008	0.0100000000025	5.99999216977e-13	0.0100000000009
