gensim-notfidf0	gensim-notfidf1	gensim-notfidf2	gensim-notfidf3	gensim-notfidf4	gensim-notfidf5	gensim-notfidf6	gensim-notfidf7	gensim-notfidf8	gensim-notfidf9	gensim-notfidf10	gensim-notfidf11	gensim-notfidf12	gensim-notfidf13	gensim-notfidf14	gensim-notfidf15	gensim-notfidf16	gensim-notfidf17	gensim-notfidf18	gensim-notfidf19	gensim-notfidf20	gensim-notfidf21	gensim-notfidf22	gensim-notfidf23	gensim-notfidf24
2.99999608488e-13	9.99998694962e-14	9.99998694962e-14	3.00001343212e-13	1.99999738992e-13	0.0100000000002	0.0100000000002	1.89999925515e-12	1.99999738992e-13	0.749999999978	8.00000690693e-13	9.99998694962e-14	9.99998694962e-14	2.99999608488e-13	3.00001343212e-13	0.0100000000001	2.99999608488e-13	1.99999738992e-13	2.00001473716e-13	2.00001473716e-13	9.99998694962e-14	1.99999738992e-13	0.749999999983	9.99998694962e-14	0.01
1.20000016868e-12	3.99999477985e-13	0.420627180429	1.30000003817e-12	5.99999216977e-13	1.99999738992e-13	1.99999738992e-13	1.20000016868e-12	6.99999086473e-13	1.00000042969e-12	6.99999086473e-13	3.99999477985e-13	2.99999608488e-13	1.30000003817e-12	8.00000690693e-13	0.0100000000001	0.420627180415	6.99999086473e-13	1.20000016868e-12	9.00000560189e-13	9.99998694962e-14	5.99999216977e-13	1.30000003817e-12	1.99999738992e-13	2.99999608488e-13
0.0133333333333	0.0133333333333	3.66899999965e-10	0.0133333333333	0.0133333333337	1.00003338943e-12	0.0133333333333	0.0133333333333	0.0133333333333	6.000009517e-13	0.0133333333333	0.0133333333333	0.0133333333333	0.333333333333	0.0133333333333	0.0133333333333	0.333333332967	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333	0.0133333333333
0.531336094293	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156307681384	0	0	0	0	0	0	0	0	0	0.3750284129
0.275782574841	0.01	8.19999970703e-12	0.01	0.0100000000002	0.0100000000001	6.99999086473e-13	0.01	0.01	0.01	0.275782574849	1.99999738992e-13	9.99998694962e-14	9.99998694962e-14	0.0100000000001	0.0100000000001	0.01	0.01	0.0100000000001	9.99998694962e-14	1.30000003817e-12	0.0100000000001	0.01	2.99999608488e-13	1.99999738992e-13
0.01	0.01	0.0100000000022	0.249999999998	0.01	0.469139377758	0.219139377762	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.99999608488e-13	0.01	3.99999477985e-13
3.40000076704e-12	0.01	6.99999086473e-13	0.01	0.0100000000002	0.0100000000001	6.99999086473e-13	0.01	0.01	0.01	2.99999608488e-13	0.0100000000003	0.0100000000002	0.0100000000002	0.0100000000001	0.0100000000001	0.01	0.01	0.0100000000001	0.0100000000004	4.00002253542e-12	0.0100000000001	0.01	0.0100000000006	0.0100000000006
2.09999899414e-12	2.99999608488e-13	1.36999994682e-11	9.00000560189e-13	2.00000085937e-12	7.00000821197e-13	1.99999738992e-13	7.99998955969e-13	3.99999477985e-13	5.99999216977e-13	1.20999998215e-11	3.10000115855e-12	2.30000046786e-12	2.37499998834e-10	8.00000690693e-13	8.00000690693e-13	9.00000560189e-13	4.99999347481e-13	1.80000014893e-10	3.30000089754e-12	8.50000105024e-12	9.00000560189e-13	9.00000560189e-13	6.00000084339e-12	6.20000058238e-12
0.0033333333343	0.0033333333337	0.0033333333335	0.0033333333343	0.0033333333338	0.0033333333336	0.0033333333335	0.0033333333341	0.0033333333338	0.003333333334	0.0033333333333	0.0033333333337	0.0033333333336	0.080000000012	0.0033333333339	0.0033333333334	0.0033333333346	0.0033333333338	0.0033333333342	0.0033333333341	0.0033333333336	0.0033333333338	0.0033333333347	0.0033333333337	0.0033333333334
1.10000029918e-12	0.01	0.01	0.01	0.01	0.01	9.99998694962e-14	0.01	0.749999999982	9.99998694962e-14	0.01	1.99999738992e-13	1.99999738992e-13	3.39999903232e-12	0.01	0.01	0.283216579847	0.01	0.466783420139	0.01	0.01	1.99999738992e-13	0.01	0.01	0.01
